Age,EdLevel,Employment,Gender,YearsOfExperience,Status
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
38,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
50,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,21,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,16,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,5,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,3,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,1,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,20,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
45,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
39,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,23,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
52,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,23,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,3,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,6,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Woman,NA,
44,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,16,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,16,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,7,
41,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,18,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
44,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,22,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,10,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
57,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,38,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,16,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,1,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
28,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,4,
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,13,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
57,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,39,
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,21,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
20,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,
30,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,5,
53,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,22,
48,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,24,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,
73,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Retired,Man,NA,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,17,
45,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,24,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,Less than 1 year,
55,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,34,
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
32,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,4,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,14,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
50,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,22,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,11,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,1,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,11,
20,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
41,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,
42,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,18,
53,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,27,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,8,
50,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,27,
67,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,33,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,NA,
41,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,19,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
52,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,23,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
55,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,23,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,7,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,Less than 1 year,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,NA,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,14,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
43,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,20,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,7,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
56,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Woman,24,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
36,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,14,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
44,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Not employed, but looking for work",Man,NA,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
65,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,39,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,3,
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,21,
44,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,23,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,14,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,Less than 1 year,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,
23,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,1,
60,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Woman,9,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,7,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,9,
45,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,21,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,7,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,17,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,Less than 1 year,
20,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,
34,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,5,
23,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,5,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Not employed, but looking for work",Man,NA,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
20,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
42,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
39,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,16,
42,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,22,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,7,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
20,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,16,
45,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,20,
47,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,29,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
31,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,10,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,Less than 1 year,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,3,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,1,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,1,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,6,
43,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,2,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,6,
